0	0.9798115	0
12130.63	0.9562582	0.1504865
25194.41	0.9226107	0.3050973
39191.29	0.8721395	0.4555279
53188.18	0.8183035	0.5867454
67185.07	0.7510084	0.6985504
78382.59	0.6837134	0.7751865
92379.47	0.5995946	0.8570903
110108.9	0.4818283	0.9424707
126905.1	0.3775212	1.008329
143701.4	0.279943	1.062816
158631.4	0.2059188	1.103704
172628.3	0.1554473	1.136836
192224	0.1117055	1.176419
216485.3	0.07469333	1.216821
239813.4	0.04441091	1.248812
267807.2	0.03095152	1.280512
297667.2	0.02085758	1.308244
		
		
		
		
		
		
		
		
		
		
		
		
