7593.984	1	0.0
87330.84	0.9899666	0.1729174
224022.6	0.9498328	0.4212271
326541.3	0.8896321	0.5785392
425263.2	0.8160535	0.7047996
554361	0.6989966	0.8369108
660676.8	0.5886288	0.9229576
774586.5	0.451505	0.997587
892293.3	0.3043476	1.060039
998609.1	0.1939799	1.106592
1055564	0.1404683	1.128425
1135301	0.09364573	1.155944
1230226	0.05351159	1.18476
1336541	0.0267561	1.212815
1499812	0.003344512	1.249008
2000000	0	1.570796
		
		
		
		
		
		
		
		
		
		
		
		
		
		
